Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 19 Aug 2000 (33),Charlton Athletic FC (1),4-0,2-0,Manchester City FC (1)
?,(Sat) 19 Aug 2000 (33),Chelsea FC (1),4-2,1-0,West Ham United FC (1)
?,(Sat) 19 Aug 2000 (33),Coventry City FC (1),1-3,1-1,Middlesbrough FC (1)
?,(Sat) 19 Aug 2000 (33),Derby County FC (1),2-2,1-2,Southampton FC (1)
?,(Sat) 19 Aug 2000 (33),Leeds United FC (1),2-0,2-0,Everton FC (1)
?,(Sat) 19 Aug 2000 (33),Leicester City FC (1),0-0,0-0,Aston Villa FC (1)
?,(Sat) 19 Aug 2000 (33),Liverpool FC (1),1-0,0-0,Bradford City AFC (1)
?,(Sat) 19 Aug 2000 (33),Sunderland AFC (1),1-0,0-0,Arsenal FC (1)
?,(Sat) 19 Aug 2000 (33),Tottenham Hotspur FC (1),3-1,2-1,Ipswich Town FC (1)
?,(Sun) 20 Aug 2000 (33),Manchester United FC (1),2-0,1-0,Newcastle United FC (1)
?,(Mon) 21 Aug 2000 (34),Arsenal FC (2),2-0,1-0,Liverpool FC (2)
?,(Tue) 22 Aug 2000 (34),Bradford City AFC (2),2-0,1-0,Chelsea FC (2)
?,(Tue) 22 Aug 2000 (34),Ipswich Town FC (2),1-1,1-1,Manchester United FC (2)
?,(Tue) 22 Aug 2000 (34),Middlesbrough FC (2),1-1,0-1,Tottenham Hotspur FC (2)
?,(Wed) 23 Aug 2000 (34),Everton FC (2),3-0,0-0,Charlton Athletic FC (2)
?,(Wed) 23 Aug 2000 (34),Manchester City FC (2),4-2,2-0,Sunderland AFC (2)
?,(Wed) 23 Aug 2000 (34),Newcastle United FC (2),3-2,1-1,Derby County FC (2)
?,(Wed) 23 Aug 2000 (34),Southampton FC (2),1-2,0-1,Coventry City FC (2)
?,(Wed) 23 Aug 2000 (34),West Ham United FC (2),0-1,0-0,Leicester City FC (2)
?,(Sat) 26 Aug 2000 (34),Arsenal FC (3),5-3,1-2,Charlton Athletic FC (3)
?,(Sat) 26 Aug 2000 (34),Bradford City AFC (3),0-0,0-0,Leicester City FC (3)
?,(Sat) 26 Aug 2000 (34),Everton FC (3),2-2,2-0,Derby County FC (3)
?,(Sat) 26 Aug 2000 (34),Ipswich Town FC (3),1-0,0-0,Sunderland AFC (3)
?,(Sat) 26 Aug 2000 (34),Manchester City FC (3),1-2,0-2,Coventry City FC (3)
?,(Sat) 26 Aug 2000 (34),Middlesbrough FC (3),1-2,0-2,Leeds United FC (2)
?,(Sat) 26 Aug 2000 (34),Newcastle United FC (3),2-0,1-0,Tottenham Hotspur FC (3)
?,(Sat) 26 Aug 2000 (34),Southampton FC (3),3-3,0-1,Liverpool FC (3)
?,(Sat) 26 Aug 2000 (34),West Ham United FC (3),2-2,0-1,Manchester United FC (3)
?,(Sun) 27 Aug 2000 (34),Aston Villa FC (2),1-1,1-1,Chelsea FC (3)
?,(Tue) 5 Sep 2000 (36),Leeds United FC (3),1-2,0-2,Manchester City FC (4)
